DATE,NE TAVG,NE TMIN,NE TMAX
12/3/1965,-1.47,-5.37,2.44
12/4/1965,0.56,-2.9,4.01
12/5/1965,1.87,-1.03,4.76
12/6/1965,-0.39,-3.17,2.39
12/7/1965,-3.26,-7.26,0.73
12/8/1965,-7.9,-13.02,-2.77
12/9/1965,-5.36,-11.09,0.37
12/10/1965,-3.09,-8.42,2.23
12/11/1965,-3.33,-9.47,2.8
12/12/1965,-8.88,-13.9,-3.86
12/13/1965,-8.08,-12.48,-3.69
12/14/1965,-4.49,-7.32,-1.67
12/15/1965,-2.26,-3.74,-0.78
12/16/1965,-1.76,-3.22,-0.31
12/17/1965,-1.19,-3.86,1.48
12/18/1965,-5.18,-10.24,-0.12
12/19/1965,-6.28,-10.89,-1.67
12/20/1965,-11.12,-18.24,-3.99
12/21/1965,-12.78,-17.88,-7.69
12/22/1965,-8.78,-13.73,-3.82
12/23/1965,-4.96,-9.9,-0.01
12/24/1965,-1.67,-5.42,2.08
12/25/1965,1.16,-2.17,4.5
12/26/1965,-1.76,-8.21,4.69
12/27/1965,-11.05,-15.65,-6.46
12/28/1965,-10.63,-15.59,-5.67
12/29/1965,-8.06,-13.15,-2.96
12/30/1965,-5.06,-10.55,0.42
12/31/1965,-0.03,-5.2,5.14
1/1/1966,5.86,1.79,9.93
1/2/1966,1.55,-6.23,9.34
1/3/1966,-4.92,-7.83,-2
1/4/1966,-4,-8.24,0.24
1/5/1966,-6.09,-11.28,-0.9
1/6/1966,-4.9,-10.19,0.39
1/7/1966,-3.85,-6.62,-1.08
1/8/1966,-6.33,-10.73,-1.94
1/9/1966,-10.58,-15.23,-5.94
1/10/1966,-13.33,-18.98,-7.67
1/11/1966,-7.81,-13.69,-1.92
1/12/1966,-13.4,-20.04,-6.77
1/13/1966,-16.91,-22.38,-11.43
1/14/1966,-12.2,-18.83,-5.58
1/15/1966,-8.76,-14.38,-3.14
1/16/1966,-13.57,-21.26,-5.89
1/17/1966,-12.83,-18.45,-7.21
1/18/1966,-5.95,-9.95,-1.94
1/19/1966,-3.71,-6.48,-0.94
1/20/1966,-2.53,-4.96,-0.1
1/21/1966,-1.81,-4.64,1.01
1/22/1966,-4.55,-9.37,0.28
1/23/1966,-5.35,-10.45,-0.24
1/24/1966,-3.84,-5.68,-1.99
1/25/1966,-5.53,-9.22,-1.84
1/26/1966,-10.6,-17.8,-3.4
1/27/1966,-12.83,-19.6,-6.05
1/28/1966,-10.63,-16.28,-4.98
1/29/1966,-12.69,-15.59,-9.78
1/30/1966,-9.36,-13.93,-4.78
1/31/1966,-6.26,-11.43,-1.08
2/1/1966,-7.98,-11,-4.95
2/2/1966,-7.29,-12.59,-2
2/3/1966,-4.75,-8.97,-0.52
2/4/1966,-3.8,-7.14,-0.45
2/5/1966,-5.36,-9.8,-0.93
2/6/1966,-8.33,-14.55,-2.1
2/7/1966,-10.81,-17.71,-3.92
2/8/1966,-11.67,-21,-2.34
2/9/1966,-10.16,-19.53,-0.8
2/10/1966,-5.16,-12.44,2.12
2/11/1966,2.85,-2.55,8.26
2/12/1966,4.21,-1.27,9.69
2/13/1966,-0.77,-6.48,4.93
2/14/1966,-0.31,-3.97,3.36
2/15/1966,-2.57,-8.31,3.17
2/16/1966,-7.19,-13.99,-0.39
2/17/1966,-5.74,-11.16,-0.32
2/18/1966,-10.14,-16.35,-3.93
2/19/1966,-13.06,-19.35,-6.78
2/20/1966,-19.15,-27.05,-11.24
2/21/1966,-19.42,-25.24,-13.59
2/22/1966,-14.44,-21.53,-7.34
2/23/1966,-7.17,-13.74,-0.6
2/24/1966,-7.33,-15.58,0.92
2/25/1966,-5.37,-12.7,1.96
2/26/1966,-3.74,-6.66,-0.83
2/27/1966,-3.16,-10.01,3.68
2/28/1966,-1.08,-9.03,6.88
3/1/1966,1.45,-4.61,7.51
3/2/1966,3.62,0.74,6.49
3/3/1966,1.97,-1.27,5.21
3/4/1966,1.22,-5.22,7.65
3/5/1966,1.3,-2.81,5.41
3/6/1966,1.55,-0.14,3.23
3/7/1966,-0.12,-3.57,3.33
3/8/1966,-3.96,-9.3,1.38
3/9/1966,-6.68,-14.35,0.99
3/10/1966,-3.97,-12.49,4.55
3/11/1966,-1.79,-9.75,6.17
3/12/1966,-5.68,-12.36,1
3/13/1966,-4.64,-9.44,0.17
3/14/1966,-3.83,-9.35,1.69
3/15/1966,-2.19,-9.65,5.28
3/16/1966,-6.79,-12.34,-1.24
3/17/1966,-4.25,-13.42,4.91
3/18/1966,0.19,-7.69,8.08
3/19/1966,4.79,-1.3,10.89
3/20/1966,4.47,0.02,8.92
3/21/1966,2.96,-0.99,6.9
3/22/1966,2.34,-2.66,7.34
3/23/1966,4.38,-0.37,9.13
3/24/1966,5.07,0.82,9.33
3/25/1966,4.89,1.29,8.5
3/26/1966,0.25,-4.81,5.31
3/27/1966,-0.26,-3.97,3.45
3/28/1966,-5.58,-10.8,-0.36
3/29/1966,-7.27,-11.89,-2.65
3/30/1966,-4.87,-10.72,0.99
3/31/1966,-0.38,-4.92,4.15
4/1/1966,1.05,-2.74,4.83
4/2/1966,0.64,-3.95,5.23
4/3/1966,1.43,-2.99,5.85
4/4/1966,1.65,-3.36,6.66
4/5/1966,1.49,-4.15,7.12
4/6/1966,1.73,-4.09,7.55
4/7/1966,2.08,-4.57,8.73
4/8/1966,3.84,-1.77,9.46
4/9/1966,2.53,-1.73,6.8
4/10/1966,2.04,-1.78,5.85
4/11/1966,2.27,-2.71,7.26
4/12/1966,2.59,-1.95,7.13
4/13/1966,3.12,-2,8.23
4/14/1966,2.59,-3.28,8.45
4/15/1966,3.17,-4.89,11.23
4/16/1966,5.22,-3,13.44
4/17/1966,5.69,-1.78,13.16
4/18/1966,5.23,-2.82,13.27
4/19/1966,4.62,-3.17,12.41
4/20/1966,5.88,-1.18,12.94
4/21/1966,6.2,1.64,10.76
4/22/1966,9.03,3.65,14.4
4/23/1966,6.68,-1.61,14.96
4/24/1966,7.81,1.68,13.93
4/25/1966,6,2.72,9.27
4/26/1966,7.22,-0.05,14.5
4/27/1966,0.9,-5.26,7.06
4/28/1966,1.3,-4.48,7.08
4/29/1966,2.1,-2.07,6.27
4/30/1966,4.55,-1.63,10.73
5/1/1966,7.87,1.45,14.29
5/2/1966,7.1,0.65,13.55
5/3/1966,2.88,-4.83,10.59
5/4/1966,5.56,-1.55,12.67
5/5/1966,3.74,-2.2,9.69
5/6/1966,8.61,2.92,14.3
5/7/1966,5.73,-1.97,13.42
5/8/1966,1.27,-3.44,5.98
5/9/1966,3.23,-0.74,7.2
5/10/1966,1.92,-0.74,4.58
5/11/1966,3.11,-1.45,7.66
5/12/1966,5.35,-0.99,11.68
5/13/1966,6.95,2.05,11.85
5/14/1966,5.69,-0.55,11.92
5/15/1966,10.74,1.54,19.94
5/16/1966,11.82,2.83,20.81
5/17/1966,11.95,5.08,18.83
5/18/1966,11.13,5.16,17.09
5/19/1966,11.78,7.06,16.49
5/20/1966,12.13,8.81,15.44
5/21/1966,14.51,7.4,21.62
5/22/1966,13.71,6.1,21.32
5/23/1966,12.8,3.61,21.99
5/24/1966,16.55,6.99,26.11
5/25/1966,18.89,10.2,27.58
5/26/1966,16.21,7.53,24.88
5/27/1966,16.66,7.4,25.92
5/28/1966,18.95,11.55,26.36
5/29/1966,16.49,11.85,21.13
5/30/1966,13.08,5.02,21.15
5/31/1966,10.55,2.65,18.45
6/1/1966,10.63,3.81,17.45
6/2/1966,10.55,3.77,17.33
6/3/1966,12.3,3.95,20.64
6/4/1966,17.3,9.71,24.89
6/5/1966,18.22,11.57,24.87
6/6/1966,19.18,12.54,25.82
6/7/1966,18.69,12.88,24.5
6/8/1966,18.88,13.34,24.41
6/9/1966,16.22,8.83,23.61
6/10/1966,15.18,9.24,21.12
6/11/1966,9.54,5.66,13.42
6/12/1966,10.78,2.91,18.65
6/13/1966,14.1,6.34,21.87
6/14/1966,17.32,11.28,23.37
6/15/1966,19.8,13.64,25.95
6/16/1966,17.53,10.73,24.32
6/17/1966,15.55,10.9,20.2
6/18/1966,16.28,8.86,23.71
6/19/1966,16.79,9.2,24.38
6/20/1966,17.99,10.68,25.3
6/21/1966,19.99,13.45,26.52
6/22/1966,15.68,7.18,24.18
6/23/1966,17.12,9.34,24.89
6/24/1966,20.11,13.89,26.32
6/25/1966,19.37,12.52,26.22
6/26/1966,14.99,11.16,18.83
6/27/1966,18.62,13.19,24.05
6/28/1966,21.84,13.44,30.24
6/29/1966,21.55,14.21,28.89
6/30/1966,20.51,12.72,28.31
7/1/1966,17.59,9.29,25.88
7/2/1966,20.34,12.92,27.77
7/3/1966,23.09,15.44,30.74
7/4/1966,24.84,17.73,31.94
7/5/1966,18.11,9.36,26.86
7/6/1966,18.79,11.76,25.81
7/7/1966,19.67,15.6,23.74
7/8/1966,19.99,13.18,26.8
7/9/1966,18.31,10.18,26.43
7/10/1966,19.85,12.92,26.79
7/11/1966,21.07,15.17,26.98
7/12/1966,20.44,13.37,27.51
7/13/1966,21.79,15.12,28.47
7/14/1966,21.04,14.79,27.3
7/15/1966,16.99,9.35,24.63
7/16/1966,15.32,6.87,23.76
7/17/1966,17.2,8.46,25.95
7/18/1966,20.1,12.66,27.54
7/19/1966,21.84,15.8,27.88
7/20/1966,18.68,12.16,25.2
7/21/1966,13.68,6.29,21.07
7/22/1966,15.32,8.09,22.55
7/23/1966,17.41,9.78,25.04
7/24/1966,19.58,11.78,27.37
7/25/1966,20.48,12.95,28.01
7/26/1966,21.67,15.37,27.97
7/27/1966,17.42,9.45,25.38
7/28/1966,17.45,11.32,23.58
7/29/1966,17.24,14.27,20.21
7/30/1966,18.21,12.09,24.33
7/31/1966,16.86,9,24.72
8/1/1966,18.16,9.52,26.8
8/2/1966,20.34,12.93,27.74
8/3/1966,19.02,13.46,24.58
8/4/1966,15.47,9.19,21.76
8/5/1966,18.28,11.07,25.49
8/6/1966,18.6,10.34,26.86
8/7/1966,19.61,11.63,27.59
8/8/1966,21.11,13.89,28.32
8/9/1966,20.39,14.24,26.54
8/10/1966,21.11,15.59,26.63
8/11/1966,19.99,15.62,24.37
8/12/1966,20.79,16.4,25.17
8/13/1966,17.86,12.14,23.57
8/14/1966,15.18,7.94,22.41
8/15/1966,16.91,9.79,24.03
8/16/1966,17.65,13.08,22.22
8/17/1966,18.87,15.79,21.95
8/18/1966,19.26,14.46,24.05
8/19/1966,21.62,15.33,27.91
8/20/1966,18.92,10.15,27.69
8/21/1966,16.55,8.64,24.46
8/22/1966,17.48,10.95,24.02
8/23/1966,16.25,12.56,19.93
8/24/1966,15.58,11.9,19.26
8/25/1966,15.91,10.35,21.48
8/26/1966,16.93,11.38,22.49
8/27/1966,15.86,9.62,22.1
8/28/1966,16.55,10,23.1
8/29/1966,14.7,6.71,22.68
8/30/1966,17.91,10.09,25.72
8/31/1966,20.11,12.94,27.27
9/1/1966,17.53,9.79,25.27
9/2/1966,18.15,10.12,26.18
9/3/1966,17.52,9.91,25.14
9/4/1966,12.69,7.07,18.3
9/5/1966,12.77,8.53,17
9/6/1966,15.49,8.66,22.31
9/7/1966,14.78,8.12,21.45
9/8/1966,14.34,7.24,21.44
9/9/1966,15.56,7.7,23.43
9/10/1966,16.86,9.07,24.65
9/11/1966,17.26,9.75,24.78
9/12/1966,10.92,2.62,19.23
9/13/1966,12.03,3.84,20.23
9/14/1966,14.04,6.87,21.22
9/15/1966,14.78,11.15,18.42
9/16/1966,10.39,3.24,17.55
9/17/1966,9.57,2.47,16.67
9/18/1966,12.38,4.07,20.68
9/19/1966,13.98,6.68,21.27
9/20/1966,9.99,3.46,16.51
9/21/1966,8.5,1.75,15.26
9/22/1966,10.15,4.61,15.69
9/23/1966,13.3,9.75,16.85
9/24/1966,9.56,4.88,14.24
9/25/1966,7.1,2.56,11.63
9/26/1966,6.99,1.5,12.49
9/27/1966,5.74,-1.3,12.78
9/28/1966,8,1.24,14.76
9/29/1966,9.93,4.12,15.73
9/30/1966,10.13,5.85,14.4
10/1/1966,10.36,5.91,14.81
10/2/1966,6.41,2.52,10.3
10/3/1966,7.11,0.74,13.47
10/4/1966,7.96,0.76,15.17
10/5/1966,10.28,4.89,15.68
10/6/1966,9.35,4.03,14.68
10/7/1966,6.9,2.13,11.67
10/8/1966,11.34,4.35,18.32
10/9/1966,13.21,4.82,21.59
10/10/1966,13.53,6,21.05
10/11/1966,8.4,1.11,15.68
10/12/1966,8.27,1.96,14.58
10/13/1966,4.58,-0.52,9.68
10/14/1966,5.26,-1.39,11.91
10/15/1966,7.52,0.98,14.06
10/16/1966,10.35,4.71,16
10/17/1966,8.93,4.15,13.72
10/18/1966,4.61,0.98,8.24
10/19/1966,4.76,0.86,8.65
10/20/1966,6.93,3.72,10.13
10/21/1966,4.99,0.3,9.68
10/22/1966,6.01,-0.97,12.99
10/23/1966,8.61,0.89,16.33
10/24/1966,9.51,3.09,15.92
10/25/1966,7.17,-0.43,14.78
10/26/1966,5.81,-2.6,14.21
10/27/1966,4.59,-3.21,12.39
10/28/1966,6.75,-1.77,15.28
10/29/1966,8.28,0.19,16.38
10/30/1966,4.46,-3.82,12.74
10/31/1966,-2.56,-8.26,3.14
11/1/1966,2.56,-3.48,8.61
11/2/1966,10.23,5.85,14.62
11/3/1966,13.42,11.21,15.62
11/4/1966,8.1,0.91,15.29
11/5/1966,1.61,-2.88,6.09
11/6/1966,2.07,-1.9,6.05
11/7/1966,0.74,-2.74,4.22
11/8/1966,2.22,-2.01,6.45
11/9/1966,5.99,2.84,9.15
11/10/1966,9.4,6.99,11.82
11/11/1966,12.21,8.36,16.06
11/12/1966,8.33,3.52,13.15
11/13/1966,4.08,-0.2,8.36
11/14/1966,-1.19,-6.23,3.85
11/15/1966,-0.66,-4.77,3.45
11/16/1966,-3.21,-7.85,1.43
11/17/1966,-1.27,-5.02,2.48
11/18/1966,3.42,0.06,6.79
11/19/1966,3.11,-1.6,7.83
11/20/1966,-3.28,-8.83,2.26
11/21/1966,-3.52,-10.24,3.2
11/22/1966,-3.04,-10.16,4.09
11/23/1966,-1.61,-9.86,6.64
11/24/1966,0.45,-7.6,8.5
11/25/1966,2.85,-2.87,8.56
11/26/1966,5.63,2.11,9.16
11/27/1966,5.93,2.74,9.13
11/28/1966,6.85,4.48,9.22
11/29/1966,7.69,5.29,10.09
11/30/1966,6.12,2.93,9.31
12/1/1966,2.8,-0.55,6.15
12/2/1966,-0.75,-4.83,3.32
12/3/1966,-8.88,-14.4,-3.36
12/4/1966,-11.44,-15.68,-7.2
12/5/1966,-10.25,-16,-4.5
12/6/1966,-6.38,-12.17,-0.59
12/7/1966,-2.79,-6.69,1.11
12/8/1966,0.46,-2.21,3.13
12/9/1966,4.03,1.31,6.76
12/10/1966,6.09,2.51,9.67
12/11/1966,8.62,3.73,13.51
12/12/1966,2.14,-5.19,9.46
12/13/1966,-5.12,-9.49,-0.75
12/14/1966,-4.29,-7.93,-0.65
12/15/1966,-3.88,-7.38,-0.38
12/16/1966,-8.56,-14.34,-2.78
12/17/1966,-4.91,-10.45,0.64
12/18/1966,1.37,-2.21,4.95
12/19/1966,-2.15,-10.02,5.72
12/20/1966,-10.17,-14.89,-5.44
12/21/1966,-9.17,-12.94,-5.4
12/22/1966,-5.93,-8.69,-3.17
12/23/1966,-5.96,-9.49,-2.43
12/24/1966,-9.48,-14.5,-4.47
12/25/1966,-7.53,-12.23,-2.82
12/26/1966,-5.97,-9.28,-2.67
12/27/1966,-7.76,-11.84,-3.68
12/28/1966,-9.21,-14.19,-4.23
12/29/1966,-8.22,-13.96,-2.48
12/30/1966,-2.97,-6.81,0.88
12/31/1966,-8.44,-14.03,-2.86
1/1/1967,-7.88,-13.21,-2.55
1/2/1967,-4.38,-8.01,-0.74
1/3/1967,-5.23,-11.09,0.62
1/4/1967,-4.48,-7.94,-1.01
1/5/1967,-2.26,-4.25,-0.27
1/6/1967,-5.46,-9.9,-1.02
1/7/1967,-12.91,-19.78,-6.05
1/8/1967,-8.09,-15.94,-0.24
1/9/1967,-1.86,-5.67,1.94
1/10/1967,-6.23,-12.24,-0.21
1/11/1967,-7.62,-12.49,-2.75
1/12/1967,-7.93,-13.49,-2.38
1/13/1967,-6.42,-11.02,-1.81
1/14/1967,-3.19,-8.66,2.29
1/15/1967,-0.73,-4.47,3.01
1/16/1967,-2.49,-9.46,4.48
1/17/1967,-9.49,-15.76,-3.22
1/18/1967,-6.15,-13.02,0.72
1/19/1967,-17.23,-24.28,-10.17
1/20/1967,-15.49,-22.01,-8.98
1/21/1967,-9.22,-15.6,-2.83
1/22/1967,-3.54,-9.51,2.44
1/23/1967,-0.92,-5.56,3.71
1/24/1967,0.48,-3.34,4.3
1/25/1967,0.64,-5.21,6.49
1/26/1967,0.52,-3.77,4.81
1/27/1967,0.02,-4.86,4.9
1/28/1967,-3.99,-6.34,-1.65
1/29/1967,-5.28,-8.61,-1.95
1/30/1967,-9.05,-13.17,-4.93
1/31/1967,-10.04,-14.79,-5.28
2/1/1967,-8.25,-14.35,-2.14
2/2/1967,-4.67,-8.71,-0.62
2/3/1967,-7.58,-14.15,-1.01
2/4/1967,-13.69,-21.49,-5.89
2/5/1967,-7.44,-14.88,-0.01
2/6/1967,-5.89,-14.44,2.67
2/7/1967,-15.93,-20.86,-11.01
2/8/1967,-17.73,-23.53,-11.93
2/9/1967,-13.66,-22.05,-5.27
2/10/1967,-9.31,-16.52,-2.11
2/11/1967,-4.36,-9.68,0.97
2/12/1967,-9.42,-21.27,2.43
2/13/1967,-21.9,-28.03,-15.78
2/14/1967,-18.28,-27.54,-9.02
2/15/1967,-8.84,-18.45,0.77
2/16/1967,0.54,-5.35,6.42
2/17/1967,-7.56,-17.33,2.21
2/18/1967,-16.06,-22.98,-9.15
2/19/1967,-16.86,-24.2,-9.53
2/20/1967,-14.83,-22.46,-7.19
2/21/1967,-9.12,-15.69,-2.54
2/22/1967,-7.15,-12.84,-1.46
2/23/1967,-5.98,-11.52,-0.44
2/24/1967,-5.32,-9.71,-0.92
2/25/1967,-10.6,-15.51,-5.69
2/26/1967,-12.79,-16.69,-8.88
2/27/1967,-12.63,-21.19,-4.08
2/28/1967,-7.47,-15.38,0.44
3/1/1967,-4.4,-10.36,1.57
3/2/1967,-13.41,-20.38,-6.43
3/3/1967,-8.11,-14.92,-1.3
3/4/1967,-1.24,-6.86,4.38
3/5/1967,-9.38,-16.75,-2.01
3/6/1967,-7.32,-12.51,-2.14
3/7/1967,-3.08,-5.79,-0.37
3/8/1967,-7.33,-12.95,-1.71
3/9/1967,-9.97,-18.57,-1.38
3/10/1967,-5.32,-14.69,4.05
3/11/1967,2.78,-4.81,10.37
3/12/1967,1.17,-7.15,9.5
3/13/1967,-7.71,-15.21,-0.2
3/14/1967,-3.41,-9.15,2.33
3/15/1967,-2.94,-9.02,3.15
3/16/1967,-5.01,-9.85,-0.16
3/17/1967,-12.13,-19.77,-4.5
3/18/1967,-16.27,-23.76,-8.79
3/19/1967,-16.63,-24.52,-8.74
3/20/1967,-10.1,-17.99,-2.21
3/21/1967,-6.83,-15.22,1.56
3/22/1967,-5.51,-11.76,0.74
3/23/1967,-4.35,-8.72,0.01
3/24/1967,-2.69,-7.39,2.01
3/25/1967,-0.04,-4.31,4.22
3/26/1967,1.43,-2.9,5.76
3/27/1967,2.62,-3.23,8.47
3/28/1967,2.58,-0.93,6.09
3/29/1967,3.49,0.77,6.22
3/30/1967,2.16,-3.1,7.43
3/31/1967,0.69,-6.04,7.43
4/1/1967,3.81,-3.74,11.36
4/2/1967,9.84,1.87,17.81
4/3/1967,11.1,4.22,17.97
4/4/1967,2.53,-8.12,13.17
4/5/1967,-0.34,-6.35,5.67
4/6/1967,4.64,-2.12,11.41
4/7/1967,0.33,-3.07,3.72
4/8/1967,-1.95,-6.91,3.02
4/9/1967,0.97,-6.67,8.61
4/10/1967,5.84,-0.78,12.46
4/11/1967,0.93,-7.02,8.88
4/12/1967,-3.49,-8.29,1.3
4/13/1967,-1.56,-8.56,5.44
4/14/1967,4.88,-3.05,12.81
4/15/1967,7.27,-0.22,14.76
4/16/1967,1.26,-0.76,3.27
4/17/1967,0.56,-2.21,3.32
4/18/1967,1.96,-1.37,5.3
4/19/1967,1.38,-0.81,3.58
4/20/1967,3.89,0.24,7.53
4/21/1967,3.47,-2.83,9.77
4/22/1967,6.53,0.76,12.3
4/23/1967,6.22,1.78,10.66
4/24/1967,3.96,0.03,7.9
4/25/1967,2.45,-1.68,6.59
4/26/1967,2.44,-4.2,9.09
4/27/1967,4.95,-2.26,12.16
4/28/1967,5.45,-0.5,11.4
4/29/1967,5.97,-0.2,12.14
4/30/1967,5.59,-0.99,12.17
5/1/1967,8.44,-0.62,17.49
5/2/1967,10.59,1.55,19.64
5/3/1967,9.87,4.32,15.42
5/4/1967,5.94,0.47,11.41
5/5/1967,7.26,0.63,13.88
5/6/1967,5.97,-0.08,12.02
5/7/1967,4.23,-2.56,11.01
5/8/1967,5.05,-0.57,10.67
5/9/1967,4.01,0.86,7.15
5/10/1967,5.37,2.23,8.51
5/11/1967,5.06,0.23,9.9
5/12/1967,7.14,2.19,12.08
5/13/1967,5.62,0.23,11.01
5/14/1967,6.72,-0.5,13.95
5/15/1967,9,2.6,15.4
5/16/1967,6.54,3.57,9.51
5/17/1967,5.79,-0.22,11.8
5/18/1967,9.27,1.68,16.87
5/19/1967,9.73,4.12,15.34
5/20/1967,11.15,6,16.3
5/21/1967,10.61,3.69,17.53
5/22/1967,6.76,0.71,12.8
5/23/1967,8.06,1.35,14.76
5/24/1967,8.35,0.36,16.35
5/25/1967,9.63,2.74,16.52
5/26/1967,5.31,2.08,8.55
5/27/1967,5.2,2.59,7.81
5/28/1967,9.11,3.73,14.48
5/29/1967,9.53,1.63,17.43
5/30/1967,8.78,0.77,16.79
5/31/1967,9.65,3.13,16.17
6/1/1967,8.79,0.77,16.81
6/2/1967,14.24,5.66,22.82
6/3/1967,17.54,7.8,27.27
6/4/1967,19.1,8.96,29.23
6/5/1967,19.8,10.03,29.57
6/6/1967,19.94,10.94,28.95
6/7/1967,19.21,11.44,26.97
6/8/1967,18.95,11.72,26.18
6/9/1967,15.75,9.93,21.56
6/10/1967,18.64,11.64,25.64
6/11/1967,19.81,12.03,27.59
6/12/1967,19.54,12.61,26.47
6/13/1967,15.81,9.57,22.06
6/14/1967,14.42,8.36,20.48
6/15/1967,16.07,10.66,21.47
6/16/1967,19.79,13.84,25.74
6/17/1967,23.01,16.54,29.48
6/18/1967,21.05,15.51,26.59
6/19/1967,16.46,10.44,22.49
6/20/1967,13.81,7.79,19.82
6/21/1967,13.85,9.77,17.92
6/22/1967,14.74,11.63,17.84
6/23/1967,17,13.8,20.2
6/24/1967,18.46,13.44,23.47
6/25/1967,21.11,14.67,27.55
6/26/1967,19.22,12.41,26.04
6/27/1967,16.45,8.81,24.09
6/28/1967,18.08,9.48,26.69
6/29/1967,18.35,9.67,27.04
6/30/1967,16.93,9.6,24.26
7/1/1967,15.6,11.02,20.18
7/2/1967,20.26,14.24,26.27
7/3/1967,21.53,16.13,26.93
7/4/1967,17.93,12.08,23.79
7/5/1967,18.13,11.72,24.55
7/6/1967,14.74,9.7,19.77
7/7/1967,15.19,7.99,22.38
7/8/1967,18.22,10.9,25.55
7/9/1967,20.94,15.29,26.59
7/10/1967,21.32,16.74,25.91
7/11/1967,20.14,12.79,27.48
7/12/1967,20.17,14.31,26.03
7/13/1967,19,13.89,24.12
7/14/1967,19.66,14.07,25.24
7/15/1967,20.29,15.18,25.4
7/16/1967,20.09,16.7,23.47
7/17/1967,19.02,14.77,23.27
7/18/1967,19.94,14.43,25.45
7/19/1967,20.46,15.45,25.47
7/20/1967,21.17,15.72,26.62
7/21/1967,21.45,15.98,26.91
7/22/1967,21.62,16.48,26.77
7/23/1967,21.78,16.46,27.1
7/24/1967,22.05,17.47,26.63
7/25/1967,22.66,17.44,27.89
7/26/1967,21.11,15.36,26.86
7/27/1967,19.57,13.14,26
7/28/1967,20.92,14.74,27.1
7/29/1967,19.57,15.68,23.47
7/30/1967,21.74,16.07,27.42
7/31/1967,20.98,14.95,27.01
8/1/1967,20.4,14.81,25.99
8/2/1967,17.29,10.54,24.05
8/3/1967,18.56,12.34,24.77
8/4/1967,19.24,16.15,22.33
8/5/1967,20.2,16.55,23.85
8/6/1967,19.25,13.32,25.18
8/7/1967,17.4,11.77,23.03
8/8/1967,18.81,11.89,25.74
8/9/1967,19.09,13.06,25.11
8/10/1967,19.6,15.2,23.99
8/11/1967,17.99,11.9,24.07
8/12/1967,16.13,11.09,21.16
8/13/1967,16.73,11.56,21.89
8/14/1967,17.88,12.71,23.06
8/15/1967,17.25,11.26,23.23
8/16/1967,19.35,12.12,26.58
8/17/1967,20.39,13.42,27.35
8/18/1967,21.13,14.34,27.92
8/19/1967,21.71,15.81,27.61
8/20/1967,21.03,17.02,25.03
8/21/1967,19.29,14.58,23.99
8/22/1967,18.73,13.14,24.32
8/23/1967,16.42,9.06,23.78
8/24/1967,14.05,6.88,21.22
8/25/1967,15.15,7.81,22.49
8/26/1967,16.24,9.94,22.54
8/27/1967,18.63,13.58,23.68
8/28/1967,20.71,17.01,24.41
8/29/1967,19.46,13.48,25.44
8/30/1967,18.69,12.78,24.59
8/31/1967,19.03,13.08,24.97
9/1/1967,11.89,4.72,19.06
9/2/1967,11.05,4.51,17.6
9/3/1967,10.36,5.56,15.16
9/4/1967,12.21,7.71,16.71
9/5/1967,14.2,7.51,20.88
9/6/1967,16.48,9.65,23.32
9/7/1967,12.56,4.45,20.67
9/8/1967,13.6,6.31,20.89
9/9/1967,17.87,10.57,25.17
9/10/1967,17.6,11.5,23.7
9/11/1967,9.06,2.34,15.79
9/12/1967,9.82,1.68,17.97
9/13/1967,12.38,3.34,21.42
9/14/1967,14.09,5.29,22.89
9/15/1967,15.17,6.54,23.8
9/16/1967,16.1,8.67,23.53
9/17/1967,17.21,9.49,24.94
9/18/1967,18.18,10.18,26.19
9/19/1967,17.7,10.73,24.67
9/20/1967,13.55,5.12,21.98
9/21/1967,14.24,6.94,21.53
9/22/1967,16.12,12.02,20.22
9/23/1967,13.06,7.7,18.42
9/24/1967,9.87,5.9,13.85
9/25/1967,8.8,5,12.6
9/26/1967,6.25,0.51,12
9/27/1967,11.13,3.81,18.44
9/28/1967,16.18,9.82,22.55
9/29/1967,16.89,13.46,20.33
9/30/1967,17.82,15.6,20.04
10/1/1967,13.85,8.07,19.64
10/2/1967,10.63,5.98,15.29
10/3/1967,11.5,4.27,18.73
10/4/1967,15.01,6.71,23.31
10/5/1967,13.61,8.2,19.03
10/6/1967,11.66,6.52,16.79
10/7/1967,5.16,-0.58,10.89
10/8/1967,3.96,-2.26,10.19
10/9/1967,7.27,1.89,12.64
10/10/1967,12.5,9.45,15.55
10/11/1967,12.31,8.83,15.79
10/12/1967,8.33,2.81,13.85
10/13/1967,6.26,1.85,10.67
10/14/1967,5.12,0.47,9.77
10/15/1967,6.8,2.75,10.85
10/16/1967,10.12,5.39,14.85
10/17/1967,12.1,8.61,15.59
10/18/1967,13.66,10.27,17.04
10/19/1967,13.75,9.61,17.9
10/20/1967,6.97,1.57,12.37
10/21/1967,3.64,-1.91,9.18
10/22/1967,5.26,-0.2,10.72
10/23/1967,4.01,-2.05,10.06
10/24/1967,6.2,-1.52,13.91
10/25/1967,8.63,0.95,16.32
10/26/1967,9.66,5.02,14.3
10/27/1967,5.82,-0.51,12.16
10/28/1967,5.71,0.28,11.13
10/29/1967,4.9,-0.72,10.52
10/30/1967,2.07,-2.96,7.1
10/31/1967,3.31,-2.69,9.32
11/1/1967,4.47,-0.79,9.72
11/2/1967,7.98,2.15,13.81
11/3/1967,10.32,6.75,13.89
11/4/1967,10.64,5.6,15.69
