DATE,NE TAVG,NE TMIN,NE TMAX
1/29/1980,-7.58,-12.8,-2.36
1/30/1980,-10.97,-16.47,-5.48
1/31/1980,-13.78,-17.88,-9.68
2/1/1980,-13.34,-17.43,-9.24
2/2/1980,-11.78,-15.85,-7.72
2/3/1980,-12.07,-15.53,-8.62
2/4/1980,-11.01,-15,-7.02
2/5/1980,-9.5,-14.26,-4.75
2/6/1980,-9.93,-14.66,-5.21
2/7/1980,-8.83,-16.58,-1.08
2/8/1980,-7.99,-12.92,-3.07
2/9/1980,-7.65,-14.56,-0.75
2/10/1980,-8.82,-16.28,-1.36
2/11/1980,-9.89,-16.69,-3.09
2/12/1980,-8.49,-15.4,-1.58
2/13/1980,-6.85,-12.84,-0.86
2/14/1980,-7.08,-12.69,-1.47
2/15/1980,-5.19,-10.65,0.26
2/16/1980,-6.19,-10.41,-1.97
2/17/1980,-9.71,-14.05,-5.38
2/18/1980,-12.25,-17.07,-7.42
2/19/1980,-8.64,-15.44,-1.84
2/20/1980,-3.45,-11.52,4.61
2/21/1980,1.19,-4.96,7.34
2/22/1980,-4.64,-14.49,5.2
2/23/1980,-8.31,-13.7,-2.92
2/24/1980,-3.76,-9.08,1.56
2/25/1980,-4.26,-9.1,0.58
2/26/1980,-4.81,-12.11,2.5
2/27/1980,-13.8,-20.33,-7.26
2/28/1980,-12.81,-18.34,-7.29
2/29/1980,-12.25,-19.23,-5.26
3/1/1980,-14.93,-20.22,-9.63
3/2/1980,-14.59,-21.35,-7.83
3/3/1980,-13.03,-20.49,-5.57
3/4/1980,-9.26,-18.06,-0.46
3/5/1980,-3.66,-11.47,4.15
3/6/1980,-1.04,-5.45,3.38
3/7/1980,-3.38,-8.72,1.96
3/8/1980,0.27,-4.74,5.29
3/9/1980,-0.3,-2.87,2.27
3/10/1980,-3.58,-10.51,3.35
3/11/1980,-1.15,-7.98,5.67
3/12/1980,-5.07,-11.96,1.81
3/13/1980,-11.48,-16.41,-6.54
3/14/1980,-7.31,-14.13,-0.48
3/15/1980,-2.45,-5.91,1.01
3/16/1980,-7.29,-12.82,-1.76
3/17/1980,-5.01,-11.49,1.47
3/18/1980,1.29,-5.46,8.05
3/19/1980,1.37,-5.15,7.88
3/20/1980,-1.45,-7.18,4.29
3/21/1980,2.64,-4.13,9.4
3/22/1980,2.7,-1.41,6.81
3/23/1980,3.06,-0.81,6.94
3/24/1980,3.13,-2.27,8.53
3/25/1980,4.06,-0.66,8.77
3/26/1980,2.34,0.05,4.64
3/27/1980,2.33,-0.24,4.91
3/28/1980,1.67,-3.63,6.97
3/29/1980,5.24,-0.8,11.28
3/30/1980,5.97,1.26,10.67
3/31/1980,2.55,-2.85,7.96
4/1/1980,1.48,-4.92,7.88
4/2/1980,3.79,-3.47,11.05
4/3/1980,3.74,-2.12,9.6
4/4/1980,5.61,-1.39,12.6
4/5/1980,3.06,0.01,6.11
4/6/1980,2.21,-2.18,6.6
4/7/1980,1.7,-5.41,8.81
4/8/1980,4.64,-1.52,10.79
4/9/1980,5.68,2.24,9.12
4/10/1980,7.51,3.98,11.04
4/11/1980,6.96,3.77,10.16
4/12/1980,6.91,0.95,12.86
4/13/1980,8.19,3.11,13.27
4/14/1980,7.43,1.63,13.24
4/15/1980,8.03,3.06,13.01
4/16/1980,8.42,2.08,14.77
4/17/1980,1.94,-4.06,7.95
4/18/1980,2.54,-3.59,8.66
4/19/1980,3.47,-3.13,10.08
4/20/1980,6.28,-1.74,14.31
4/21/1980,10.51,1.98,19.04
4/22/1980,4.52,-3.45,12.48
4/23/1980,3.58,-0.67,7.83
4/24/1980,6.38,2.65,10.11
4/25/1980,9.1,3.41,14.79
4/26/1980,10.69,5.59,15.79
4/27/1980,8.23,4.27,12.2
4/28/1980,7.61,1.92,13.31
4/29/1980,6.37,2.06,10.68
4/30/1980,8.26,3.98,12.54
5/1/1980,10.71,6.23,15.19
5/2/1980,11.08,4.77,17.39
5/3/1980,9.19,0.71,17.68
5/4/1980,12.72,3.11,22.34
5/5/1980,8.07,0.86,15.28
5/6/1980,9.71,2.08,17.34
5/7/1980,11.66,4.21,19.1
5/8/1980,7.17,4.54,9.8
5/9/1980,7.03,4.01,10.06
5/10/1980,7.56,1.46,13.67
5/11/1980,8.72,1.76,15.68
5/12/1980,12.69,6.18,19.2
5/13/1980,14.73,7.04,22.42
5/14/1980,14.09,7.58,20.61
5/15/1980,9.34,2.68,16.01
5/16/1980,9.92,2.93,16.92
5/17/1980,11.71,2.92,20.51
5/18/1980,13.96,5.82,22.1
5/19/1980,13.55,9.47,17.63
5/20/1980,14.03,6.77,21.28
5/21/1980,13.44,5.2,21.69
5/22/1980,13.83,7.47,20.19
5/23/1980,17.12,7.95,26.28
5/24/1980,15.74,7.23,24.24
5/25/1980,14.86,6.6,23.11
5/26/1980,10.85,2.99,18.7
5/27/1980,9.83,3.85,15.8
5/28/1980,9.94,3.24,16.64
5/29/1980,10.46,3.27,17.65
5/30/1980,12.53,3.48,21.59
5/31/1980,16.03,8.09,23.96
6/1/1980,16.8,12.06,21.55
6/2/1980,16.96,11.15,22.76
6/3/1980,14.98,11.07,18.89
6/4/1980,13.12,9.94,16.3
6/5/1980,12.72,8.15,17.3
6/6/1980,12.21,4.74,19.68
6/7/1980,15.19,7,23.38
6/8/1980,15.57,10.17,20.96
6/9/1980,9.97,2.98,16.97
6/10/1980,8.07,2.87,13.27
6/11/1980,9.02,3.14,14.91
6/12/1980,8.41,3.03,13.8
6/13/1980,11.62,4.55,18.69
6/14/1980,16.35,7.55,25.15
6/15/1980,18.51,10.03,26.99
6/16/1980,17.71,10.05,25.38
6/17/1980,12.73,6.31,19.15
6/18/1980,13.91,6.63,21.19
6/19/1980,15.43,8.18,22.68
6/20/1980,15.56,7.97,23.15
6/21/1980,14.55,9.86,19.23
6/22/1980,13.76,8.89,18.62
6/23/1980,17.82,9.59,26.04
6/24/1980,20,12.17,27.84
6/25/1980,22.1,14.83,29.38
6/26/1980,23.48,15.7,31.27
6/27/1980,22.67,15.65,29.68
6/28/1980,17.31,8.25,26.38
6/29/1980,14.77,7.7,21.85
6/30/1980,16.48,10.99,21.96
7/1/1980,14.99,11.67,18.31
7/2/1980,18.02,13.04,22.99
7/3/1980,16.82,12.62,21.03
7/4/1980,19.36,12.73,25.99
7/5/1980,19.76,11.99,27.53
7/6/1980,19.9,13.46,26.34
7/7/1980,14.24,8.54,19.95
7/8/1980,16.02,8.79,23.25
7/9/1980,15.69,11.42,19.97
7/10/1980,16.36,9.37,23.35
7/11/1980,18.69,11.7,25.68
7/12/1980,18.86,11.57,26.15
7/13/1980,14.45,9.42,19.48
7/14/1980,16.21,10.37,22.05
7/15/1980,20.38,13.47,27.3
7/16/1980,22.22,17.66,26.79
7/17/1980,23.61,16.97,30.25
7/18/1980,21.27,14.58,27.97
7/19/1980,20.14,12.28,28
7/20/1980,21.68,14.86,28.5
7/21/1980,24.08,17.87,30.29
7/22/1980,23.63,17.84,29.43
7/23/1980,22.16,17.85,26.48
7/24/1980,20.1,14.64,25.56
7/25/1980,19.38,12.03,26.73
7/26/1980,21.12,13.67,28.57
7/27/1980,21.06,14.78,27.34
7/28/1980,20.71,15.33,26.09
7/29/1980,21.53,16.19,26.87
7/30/1980,20.46,16.79,24.12
7/31/1980,21.09,14.49,27.69
8/1/1980,20.34,13.83,26.85
8/2/1980,22.31,15.86,28.75
8/3/1980,22.8,17.21,28.38
8/4/1980,20.87,16.69,25.04
8/5/1980,21.63,14.56,28.7
8/6/1980,22.9,16.15,29.66
8/7/1980,22.21,16.8,27.62
8/8/1980,23.24,17.04,29.45
8/9/1980,23.92,18.03,29.8
8/10/1980,19.79,12.55,27.02
8/11/1980,18.54,12.46,24.62
8/12/1980,18.28,14.07,22.49
8/13/1980,17.21,13.42,20.99
8/14/1980,18,12.25,23.74
8/15/1980,18.31,13.45,23.17
8/16/1980,18.45,11.51,25.39
8/17/1980,14.49,9.42,19.56
8/18/1980,16.28,8.91,23.66
8/19/1980,18.31,10.82,25.81
8/20/1980,16.73,12.72,20.74
8/21/1980,15.56,10.93,20.19
8/22/1980,16.2,10.55,21.85
8/23/1980,16.83,9.79,23.88
8/24/1980,19.29,11.24,27.34
8/25/1980,20.65,12.42,28.88
8/26/1980,20.21,13.75,26.68
8/27/1980,22.51,15.7,29.33
8/28/1980,20.95,14.3,27.6
8/29/1980,16.85,10.29,23.41
8/30/1980,16.81,10.09,23.53
8/31/1980,19.05,12.43,25.67
9/1/1980,22.03,17.07,27
9/2/1980,22.29,18.09,26.49
9/3/1980,22.3,15.6,29.01
9/4/1980,16.46,9.03,23.88
9/5/1980,16.59,9.86,23.32
9/6/1980,16.93,12.75,21.11
9/7/1980,17.26,9.87,24.66
9/8/1980,14.04,6.22,21.86
9/9/1980,11.59,3.7,19.47
9/10/1980,13.32,5.59,21.04
9/11/1980,12.42,6.41,18.43
9/12/1980,12.91,5.9,19.92
9/13/1980,12.32,5.9,18.74
9/14/1980,13.27,7.86,18.67
9/15/1980,14.59,10.47,18.72
9/16/1980,9.8,3.52,16.09
9/17/1980,10.92,4.33,17.52
9/18/1980,14.46,9.73,19.2
9/19/1980,10.14,4.05,16.23
9/20/1980,10.91,4.08,17.74
9/21/1980,12.91,7.23,18.59
9/22/1980,17.18,12.45,21.9
9/23/1980,18.78,14.06,23.5
9/24/1980,12.65,3.26,22.05
9/25/1980,7.58,0.44,14.72
9/26/1980,8.81,2.41,15.21
9/27/1980,10,3.9,16.1
9/28/1980,6,0.92,11.08
9/29/1980,6.37,-2.27,15.02
9/30/1980,5.59,-1.45,12.63
10/1/1980,11.48,5,17.96
10/2/1980,12.18,6.94,17.41
10/3/1980,14.25,10.02,18.49
10/4/1980,12.65,9.23,16.07
10/5/1980,9.53,4.96,14.09
10/6/1980,8.8,4.65,12.94
10/7/1980,7.9,3.56,12.25
10/8/1980,7.46,2.43,12.49
10/9/1980,9.29,2.99,15.6
10/10/1980,4.64,-1.89,11.17
10/11/1980,4.78,-2.56,12.13
10/12/1980,7.35,3.14,11.55
10/13/1980,7.37,2.12,12.61
10/14/1980,4.12,0.56,7.67
10/15/1980,2.05,-2.03,6.13
10/16/1980,3.11,-3.21,9.43
10/17/1980,6.14,0.05,12.23
10/18/1980,9.86,3.46,16.27
10/19/1980,12.08,7.58,16.58
10/20/1980,9.04,3.09,14.99
10/21/1980,4.74,-1.02,10.51
10/22/1980,4,-0.79,8.8
10/23/1980,2.55,-2.19,7.29
10/24/1980,1.13,-3.47,5.73
10/25/1980,2.69,-4.52,9.89
10/26/1980,5.52,-0.64,11.69
10/27/1980,4.8,1.14,8.46
10/28/1980,2.79,-0.3,5.88
10/29/1980,1,-2.42,4.42
10/30/1980,0.64,-3.33,4.62
10/31/1980,1.75,-2.63,6.14
11/1/1980,4.38,-0.42,9.17
11/2/1980,2.04,-1.85,5.93
11/3/1980,-2.08,-7.48,3.32
11/4/1980,-0.01,-5.75,5.73
11/5/1980,6.94,2.95,10.94
11/6/1980,2.13,-4.71,8.98
11/7/1980,0.5,-3.4,4.4
11/8/1980,6.01,2.35,9.67
11/9/1980,0.37,-6.85,7.6
11/10/1980,-0.17,-4.04,3.69
11/11/1980,1.19,-2.03,4.4
11/12/1980,-0.22,-2.08,1.64
11/13/1980,0.74,-2.06,3.55
11/14/1980,1.91,-1.58,5.4
11/15/1980,1.21,-3.75,6.18
11/16/1980,-1.79,-6.26,2.67
11/17/1980,-4.09,-7.72,-0.46
11/18/1980,-2.13,-6.21,1.96
11/19/1980,-3.25,-5.21,-1.29
11/20/1980,-5.31,-9.86,-0.77
11/21/1980,-3.06,-9.22,3.1
11/22/1980,-1.13,-6.54,4.28
11/23/1980,-1.53,-7.19,4.14
11/24/1980,0.19,-5.61,5.99
11/25/1980,3.11,0.3,5.91
11/26/1980,1.38,-2.55,5.3
11/27/1980,-2.51,-6.76,1.73
11/28/1980,-2.1,-5.91,1.71
11/29/1980,1.1,-3.1,5.3
11/30/1980,1.12,-1.8,4.03
12/1/1980,-0.04,-3.21,3.14
12/2/1980,2.16,-2.75,7.07
12/3/1980,2.93,-2.28,8.14
12/4/1980,-3.46,-10.25,3.33
12/5/1980,-8.17,-10.64,-5.69
12/6/1980,-6.84,-10.31,-3.37
12/7/1980,-3.89,-8.56,0.77
12/8/1980,-2.18,-7.67,3.31
12/9/1980,3.31,-1.77,8.39
12/10/1980,-2.73,-7.96,2.5
12/11/1980,-7.01,-13.68,-0.34
12/12/1980,-14.74,-19.27,-10.22
12/13/1980,-10.68,-17.99,-3.37
12/14/1980,-7.53,-16.54,1.47
12/15/1980,-13.16,-20.86,-5.45
12/16/1980,-15.41,-20.57,-10.26
12/17/1980,-10.41,-15.19,-5.62
12/18/1980,-14.43,-21.52,-7.34
12/19/1980,-8.83,-15.01,-2.64
12/20/1980,-13.83,-24.06,-3.6
12/21/1980,-18.68,-24.59,-12.77
12/22/1980,-18.04,-24.92,-11.17
12/23/1980,-15.82,-23.87,-7.78
12/24/1980,-7.82,-12.58,-3.06
12/25/1980,-13.07,-24.9,-1.24
12/26/1980,-24.14,-29.36,-18.91
12/27/1980,-18.8,-25.46,-12.15
12/28/1980,-12.38,-20,-4.76
12/29/1980,-7.75,-15.75,0.25
12/30/1980,0.58,-2.7,3.86
12/31/1980,-9.51,-17.82,-1.2
1/1/1981,-14.94,-20.58,-9.3
1/2/1981,-12.99,-19.09,-6.89
1/3/1981,-14.17,-23.85,-4.48
1/4/1981,-22.74,-28.55,-16.93
1/5/1981,-23.64,-28.57,-18.71
1/6/1981,-16.07,-21.98,-10.16
1/7/1981,-10.71,-17.91,-3.51
1/8/1981,-8.73,-17.18,-0.28
1/9/1981,-17.35,-22.41,-12.3
1/10/1981,-15.53,-21.26,-9.8
1/11/1981,-14.68,-20.69,-8.66
1/12/1981,-19.68,-25.04,-14.32
1/13/1981,-19.61,-26.81,-12.41
1/14/1981,-17.37,-23.08,-11.67
1/15/1981,-15.3,-22.33,-8.28
1/16/1981,-13.72,-21.51,-5.93
1/17/1981,-12.81,-19.21,-6.41
1/18/1981,-13.77,-19.71,-7.82
1/19/1981,-11.02,-17.36,-4.69
1/20/1981,-4.94,-11.22,1.33
1/21/1981,-11.83,-19.36,-4.3
1/22/1981,-11.44,-19.23,-3.66
1/23/1981,-6.75,-11.32,-2.18
1/24/1981,-5.24,-9.37,-1.12
1/25/1981,-7.72,-13.75,-1.69
1/26/1981,-6.68,-12.52,-0.83
1/27/1981,0.52,-3.63,4.68
1/28/1981,-0.61,-6.49,5.26
1/29/1981,-8.14,-15.09,-1.19
1/30/1981,-11.43,-17.29,-5.58
1/31/1981,-12.76,-17.87,-7.64
2/1/1981,-9.58,-17.6,-1.56
2/2/1981,-4.02,-14.11,6.07
2/3/1981,0.88,-7.37,9.13
2/4/1981,-11.22,-17.7,-4.74
2/5/1981,-13.58,-18.29,-8.87
2/6/1981,-13.47,-18.38,-8.56
2/7/1981,-9.11,-14.72,-3.51
2/8/1981,-5.04,-10.51,0.43
2/9/1981,-2.06,-5.56,1.44
2/10/1981,-7.82,-14.57,-1.07
2/11/1981,-4.92,-13.27,3.44
2/12/1981,3.15,-6.81,13.1
2/13/1981,-10.38,-16.55,-4.22
2/14/1981,-9.82,-15.8,-3.83
2/15/1981,-5.97,-12.23,0.29
2/16/1981,-4.27,-9.35,0.8
2/17/1981,3.14,-3.17,9.45
2/18/1981,6.32,0.68,11.97
2/19/1981,6.65,0.16,13.14
2/20/1981,7.11,1.66,12.57
2/21/1981,7.7,5.54,9.86
2/22/1981,6.73,4,9.46
2/23/1981,3.56,-0.64,7.76
2/24/1981,4.1,-0.56,8.75
2/25/1981,4.32,0.7,7.95
2/26/1981,2.24,0.46,4.02
2/27/1981,1.96,0.27,3.66
2/28/1981,-0.25,-5.01,4.52
3/1/1981,0.5,-3.96,4.96
3/2/1981,0.76,-2.5,4.03
3/3/1981,-1.06,-6.03,3.91
3/4/1981,-5.99,-10.84,-1.13
3/5/1981,-4.96,-10.88,0.96
3/6/1981,-2.78,-8.26,2.69
3/7/1981,0.64,-1.59,2.88
3/8/1981,0.93,-1.1,2.95
3/9/1981,0.74,-1.35,2.82
3/10/1981,0.59,-2.26,3.44
3/11/1981,-1.02,-5.65,3.61
3/12/1981,-1.51,-6.46,3.44
3/13/1981,-1.23,-5.82,3.36
3/14/1981,1.42,-4.36,7.19
3/15/1981,-4.89,-9.6,-0.17
3/16/1981,-0.79,-6.83,5.24
3/17/1981,-3.94,-10.52,2.63
3/18/1981,-6.85,-11.04,-2.66
3/19/1981,-7.05,-11.29,-2.8
3/20/1981,-4.36,-9.87,1.15
3/21/1981,-1.62,-5.15,1.92
3/22/1981,-1.1,-5.35,3.15
3/23/1981,-0.48,-7.53,6.56
3/24/1981,0.63,-7.25,8.51
3/25/1981,2.05,-4.49,8.59
3/26/1981,-0.02,-6.13,6.09
3/27/1981,3.5,-3.73,10.73
3/28/1981,0.7,-5.33,6.73
3/29/1981,4.32,-2.11,10.74
3/30/1981,11.17,3.92,18.41
3/31/1981,11.17,6.41,15.94
4/1/1981,6.69,1.56,11.83
4/2/1981,6.46,2.71,10.21
4/3/1981,4.36,-0.51,9.24
4/4/1981,10.45,2.76,18.15
4/5/1981,13.02,8.57,17.47
4/6/1981,8.34,2.93,13.74
4/7/1981,2.17,-1.82,6.16
4/8/1981,5.57,-1.32,12.47
4/9/1981,11.71,4.06,19.35
4/10/1981,11.46,3.37,19.54
4/11/1981,8.97,2.27,15.66
4/12/1981,8.38,1.95,14.82
4/13/1981,3.13,-4.09,10.35
4/14/1981,4.38,-2.72,11.47
4/15/1981,2.48,-4.26,9.23
4/16/1981,-2.22,-7.62,3.18
4/17/1981,2.54,-3.72,8.8
4/18/1981,7.92,2.88,12.96
4/19/1981,7.94,0.41,15.47
4/20/1981,6.24,-0.01,12.48
4/21/1981,1.29,-4.3,6.88
4/22/1981,-0.93,-5.46,3.61
4/23/1981,2.93,-3.54,9.4
4/24/1981,7.81,1.83,13.78
4/25/1981,5.08,1.69,8.47
4/26/1981,4.54,0.95,8.13
4/27/1981,8.51,2.3,14.72
4/28/1981,9.23,1.95,16.5
4/29/1981,10.73,4.08,17.38
4/30/1981,9.66,5.51,13.8
5/1/1981,9.01,2.6,15.42
5/2/1981,9.51,2.77,16.25
5/3/1981,8.46,1.84,15.08
5/4/1981,10.2,2.31,18.09
5/5/1981,11.85,4.84,18.87
5/6/1981,13.95,7.31,20.6
5/7/1981,11.63,1.16,22.1
5/8/1981,5.71,-1.49,12.9
5/9/1981,10.19,0.71,19.67
5/10/1981,10.63,3.02,18.24
5/11/1981,13.16,6.68,19.63
5/12/1981,14.19,10.01,18.36
5/13/1981,12.38,8.19,16.57
5/14/1981,10.23,5.17,15.3
5/15/1981,12.3,5.51,19.08
5/16/1981,15.27,8.93,21.6
5/17/1981,11.54,5.6,17.47
5/18/1981,5.79,-0.87,12.46
5/19/1981,5.06,-0.71,10.82
5/20/1981,8.81,1.18,16.45
5/21/1981,10.76,1.85,19.67
5/22/1981,13.33,5.03,21.63
5/23/1981,11.1,4.61,17.59
5/24/1981,12.01,4.98,19.04
5/25/1981,16.44,7.14,25.73
5/26/1981,20.07,11.68,28.46
5/27/1981,19.73,13.35,26.1
5/28/1981,20.26,14.16,26.37
5/29/1981,19.24,13.71,24.78
5/30/1981,17.83,14.24,21.41
5/31/1981,19.02,13.95,24.09
6/1/1981,12.16,4.29,20.03
6/2/1981,12.81,5.19,20.44
6/3/1981,14.45,7.98,20.91
6/4/1981,16.25,11.57,20.93
6/5/1981,18.23,12.17,24.3
6/6/1981,20.15,12.68,27.62
6/7/1981,17.83,11.69,23.98
6/8/1981,12.82,5.81,19.82
6/9/1981,15.75,9.08,22.43
6/10/1981,15.68,10.75,20.61
6/11/1981,15.58,9,22.16
6/12/1981,15.05,8.54,21.56
6/13/1981,16.53,9.89,23.16
6/14/1981,17.53,10.61,24.45
6/15/1981,17.74,12.86,22.61
6/16/1981,18.21,14.02,22.4
6/17/1981,21.51,15.82,27.21
6/18/1981,18.08,10.64,25.51
6/19/1981,18.69,10.89,26.49
6/20/1981,20.51,13.71,27.31
6/21/1981,18.17,13.92,22.41
6/22/1981,18.42,13.5,23.34
6/23/1981,17.37,13.47,21.28
6/24/1981,15.11,7.96,22.26
6/25/1981,17.29,11.13,23.45
6/26/1981,16.93,13,20.86
6/27/1981,14.29,8.94,19.63
6/28/1981,16.26,8.22,24.29
6/29/1981,18.17,8.99,27.34
6/30/1981,19.01,10.13,27.9
7/1/1981,19.67,13.02,26.33
7/2/1981,20.51,14.36,26.67
7/3/1981,21.77,15.98,27.56
7/4/1981,22.5,17.64,27.35
7/5/1981,21.9,17.58,26.22
7/6/1981,20.29,17.23,23.36
7/7/1981,22.77,17.02,28.52
7/8/1981,22.23,15.63,28.83
7/9/1981,24.21,16.43,32
7/10/1981,22.79,16.74,28.84
7/11/1981,21.41,14.01,28.8
7/12/1981,20.54,12.82,28.25
7/13/1981,20.36,14.2,26.52
7/14/1981,19.08,14.42,23.75
7/15/1981,16.69,12.02,21.36
7/16/1981,16.88,9.88,23.87
7/17/1981,18.8,10.97,26.63
7/18/1981,20.28,12.45,28.11
7/19/1981,20.66,14.01,27.31
7/20/1981,20.13,14.83,25.43
7/21/1981,19.39,16.38,22.41
7/22/1981,21.02,15.68,26.37
7/23/1981,16.5,9.14,23.86
7/24/1981,15.88,8.21,23.56
7/25/1981,17.59,9.69,25.49
7/26/1981,18.81,11.87,25.75
7/27/1981,20.15,14.99,25.32
7/28/1981,16.62,9.1,24.13
7/29/1981,17.23,11.31,23.15
7/30/1981,14.91,11.43,18.39
7/31/1981,17.12,10.47,23.77
8/1/1981,20.01,11.63,28.39
8/2/1981,21.04,13.39,28.69
8/3/1981,21.38,14.44,28.32
8/4/1981,21.72,15.95,27.5
8/5/1981,21.85,15.92,27.78
8/6/1981,19.88,15.61,24.15
8/7/1981,17.07,13.15,20.99
8/8/1981,16.79,12.32,21.27
8/9/1981,17.98,13.47,22.5
8/10/1981,19.67,15.89,23.46
8/11/1981,20.58,14.86,26.3
8/12/1981,21.94,16.08,27.81
8/13/1981,19.96,14.02,25.9
8/14/1981,16.46,8.9,24.02
8/15/1981,16.05,8.87,23.23
8/16/1981,17.28,12.28,22.27
8/17/1981,17.93,12.12,23.74
8/18/1981,13.64,8.88,18.41
8/19/1981,15.07,7.61,22.53
8/20/1981,16.4,8.22,24.57
8/21/1981,16.93,9.01,24.85
8/22/1981,18.76,10.66,26.87
8/23/1981,19.96,13.01,26.9
8/24/1981,19.03,12.02,26.05
8/25/1981,15.7,9.27,22.14
8/26/1981,12.53,5.64,19.42
8/27/1981,15.49,7.47,23.52
8/28/1981,14.88,8.19,21.57
8/29/1981,15.84,7.86,23.82
8/30/1981,17.28,9.6,24.96
8/31/1981,18.17,13.11,23.23
9/1/1981,17.39,12.5,22.28
9/2/1981,16.99,12.33,21.65
9/3/1981,17,12.14,21.85
9/4/1981,15.93,10.8,21.06
9/5/1981,16.23,9.52,22.95
9/6/1981,16.69,9.62,23.76
9/7/1981,16.12,9.45,22.79
9/8/1981,16.45,10.46,22.44
9/9/1981,16.41,11.58,21.24
9/10/1981,10.64,3.34,17.93
9/11/1981,11.2,4.9,17.49
9/12/1981,14.18,8.86,19.5
9/13/1981,15.35,8.86,21.85
9/14/1981,16.5,9.4,23.61
9/15/1981,17.45,11.1,23.79
9/16/1981,15.08,10.14,20.03
9/17/1981,11.83,6.85,16.8
9/18/1981,12.83,7.14,18.51
9/19/1981,13.03,8.56,17.49
9/20/1981,10.67,8.14,13.2
9/21/1981,9.92,4.55,15.3
9/22/1981,9.71,3.96,15.46
9/23/1981,9.48,6.39,12.58
9/24/1981,9.17,7.09,11.26
9/25/1981,8.46,5.13,11.78
9/26/1981,11.11,3.98,18.24
9/27/1981,11.65,4.87,18.44
9/28/1981,13.64,8.05,19.24
9/29/1981,9.29,2.71,15.87
9/30/1981,5.67,1.71,9.64
10/1/1981,5.55,1.55,9.54
10/2/1981,6.7,2.55,10.86
10/3/1981,8.29,5.13,11.44
10/4/1981,7.1,4.28,9.92
10/5/1981,7.61,3.41,11.82
10/6/1981,8.4,1.87,14.94
10/7/1981,8.61,2.93,14.29
10/8/1981,7.3,3.95,10.65
10/9/1981,6.31,3.11,9.51
10/10/1981,4.9,0.36,9.43
10/11/1981,3.62,-1.65,8.9
10/12/1981,3.46,-1.89,8.82
10/13/1981,4.53,-3.08,12.14
10/14/1981,6.74,-2.47,15.94
10/15/1981,8.44,-1.6,18.47
10/16/1981,8.8,-0.02,17.61
10/17/1981,7.61,2.3,12.93
10/18/1981,5.25,-2.2,12.71
10/19/1981,5.91,-0.06,11.87
10/20/1981,5.56,0.12,10.99
10/21/1981,5.26,0.18,10.34
10/22/1981,9.46,3.31,15.6
10/23/1981,9.64,4.6,14.68
10/24/1981,8.29,1.61,14.96
10/25/1981,1.43,-4.23,7.09
10/26/1981,3.08,-2.15,8.31
10/27/1981,6.22,4.15,8.29
10/28/1981,9.81,7.31,12.3
10/29/1981,5.53,-0.66,11.73
10/30/1981,2.44,-2.58,7.46
10/31/1981,2.73,-3.04,8.5
11/1/1981,4,-2.3,10.3
11/2/1981,5.5,1.11,9.89
11/3/1981,8.43,1.11,15.74
11/4/1981,4.16,-0.73,9.05
11/5/1981,3.67,-2.9,10.24
11/6/1981,5.72,-1.41,12.85
11/7/1981,6.73,2.21,11.25
11/8/1981,2.6,-0.66,5.86
11/9/1981,3.13,-2.5,8.75
11/10/1981,2.2,-5.81,10.2
11/11/1981,-0.87,-5.28,3.54
11/12/1981,0.78,-4.01,5.57
11/13/1981,-3.11,-8.05,1.84
11/14/1981,0.64,-6.26,7.54
11/15/1981,3.47,-2.59,9.54
11/16/1981,5.47,2.56,8.38
11/17/1981,6.71,4.35,9.07
11/18/1981,5.3,3.36,7.25
11/19/1981,3.21,1.57,4.85
11/20/1981,2.49,-0.17,5.14
11/21/1981,2.01,-0.21,4.23
11/22/1981,1.98,-0.19,4.15
11/23/1981,-0.38,-3.16,2.39
11/24/1981,-2.98,-6.71,0.74
11/25/1981,-3.44,-7.33,0.46
11/26/1981,-3.54,-6.16,-0.93
11/27/1981,-2.1,-6.03,1.84
11/28/1981,0.32,-2.51,3.15
11/29/1981,-0.37,-3.47,2.73
11/30/1981,-3.77,-6.85,-0.68
12/1/1981,-5.36,-9.79,-0.94
12/2/1981,-3.17,-9.05,2.7
12/3/1981,2.43,-0.3,5.17
12/4/1981,1.16,-1.7,4.02
12/5/1981,0.33,-4.05,4.72
12/6/1981,-0.9,-3.82,2.02
12/7/1981,-1.32,-3.14,0.51
12/8/1981,-1.15,-4.41,2.11
12/9/1981,-1.94,-4.62,0.74
12/10/1981,-3.25,-4.76,-1.73
12/11/1981,-2.73,-4.47,-0.99
12/12/1981,-1.5,-3.71,0.72
12/13/1981,-5.03,-10.16,0.1
12/14/1981,-5.5,-10.13,-0.86
12/15/1981,-3.76,-7.66,0.15
12/16/1981,-0.69,-2.35,0.96
12/17/1981,-2.52,-5.89,0.86
12/18/1981,-5.7,-9.16,-2.25
12/19/1981,-7.68,-11.41,-3.96
12/20/1981,-9.55,-13.28,-5.82
12/21/1981,-13.41,-18.56,-8.26
12/22/1981,-9.76,-16.96,-2.57
12/23/1981,-4.21,-7.61,-0.81
12/24/1981,-2.02,-5.41,1.36
12/25/1981,-1.36,-4.91,2.18
12/26/1981,-5.66,-11.18,-0.14
12/27/1981,-6.57,-12.04,-1.09
12/28/1981,-6.49,-9.75,-3.23
12/29/1981,-2.96,-5.81,-0.11
12/30/1981,-4.19,-9.17,0.79
12/31/1981,-9.55,-16,-3.09
1/1/1982,-7.93,-14.01,-1.86
1/2/1982,-3.75,-7.64,0.14
